ticker,open,high,low,close,adjusted_close,volume,ema21_high,ema21_low,ema21_close,ema21_cloud_width,sma50,sma200,avg_volume_50d,wma10_weekly,wma30_weekly,three_weeks_tight,atr,adr_percent,dcr_percent,rel_volume,daily_change_pct,from_open_pct,weekly_return,monthly_return,quarterly_return,atr_21ema_zone,atr_10wma_zone,atr_50sma_zone,ema21_low_pct,atr_pct_from_50sma,overheat,atr_21ema_label,atr_50sma_label,ema21_low_size_bucket,pocket_pivot,pp_count_30d,trend_base,trade_date,name,market_cap,sector,industry,ipo_date,last_profile_update,data_source,eps_growth,revenue_growth,earnings_date,last_fundamental_update,price_data_source,profile_data_source,fundamental_data_source,price_data_note,profile_data_note,fundamental_data_note,price_data_timestamp,profile_data_timestamp,fundamental_data_timestamp,rs5,rs21,rs63,rs126,eps_growth_score,revenue_growth_score,fundamental_score,industry_score,hybrid_score,H,F,I,21,63,126,vcs,listing_age_days,ipo_timer,earnings_in_7d,earnings_flag,profile_data_coverage_pct,fundamental_data_coverage_pct,data_quality_score,data_quality_label,data_warning
NVDA,176.1699981689453,176.5,171.13999938964844,171.24000549316406,171.24000549316406,182162282,182.97269792754207,178.10778118780618,179.8873656888265,4.8649167397358895,183.80259979248046,179.1088003540039,183775111.64,180.75836542302912,183.3543671310589,False,5.69244249996561,2.7964966885687357,1.8657853008913297,0.99122389519665,-4.163861365338873,-2.7984292030550146,-4.0994579779984885,-12.43607709605483,-9.497384167359746,-1.206472563347563,-1.672104712506549,-2.2068899772623607,-4.010614035466311,-6.834829492890747,False,below,good,full,False,0,False,2026-03-26,NVIDIA Corporation,4342817226752,Technology,Semiconductors,,2026-03-26T18:21:17.977545,cache_fresh,94.5,73.2,,2026-03-26T18:21:18.676259,cache_fresh,cache_fresh,cache_fresh,,,,2026-03-27 10:05:39.062671,2026-03-26 18:21:17.977545,2026-03-26 18:21:18.676260,100.0,66.66666666666666,100.0,100.0,100.0,100.0,100.0,100.0,96.66666666666666,96.66666666666666,100.0,100.0,66.66666666666666,100.0,100.0,45.25262604074081,,unknown,False,False,80.0,66.67,83.83,mixed,
META,582.530029296875,583.0,543.3499755859375,547.5399780273438,547.5399780273438,34368583,629.0227788660011,612.7156768566457,618.5230529610603,16.30710200935539,645.356796875,688.4856991577149,15577409.66,636.764541903409,652.4744274508569,False,19.626612495381455,2.5465781731702126,10.567464972153209,2.206309248465897,-7.9594606490539626,-6.006566101281495,-9.751118013740811,-16.238587712465026,-17.655731943185003,-3.3207818641469142,-4.546101060336402,-4.983886998873317,-11.90336805435002,-15.157013813337509,False,below,good,full,False,0,False,2026-03-26,"Meta Platforms, Inc.",1504807223296,Communication Services,Internet Content & Information,,2026-03-26T18:21:18.294863,cache_fresh,9.3,23.799999999999997,,2026-03-26T18:21:19.081338,cache_fresh,cache_fresh,cache_fresh,,,,2026-03-27 10:05:39.296686,2026-03-26 18:21:18.294863,2026-03-26 18:21:19.081338,33.33333333333333,33.33333333333333,66.66666666666666,33.33333333333333,66.66666666666666,33.33333333333333,49.99999999999999,33.33333333333333,43.33333333333333,43.33333333333333,49.99999999999999,33.33333333333333,33.33333333333333,66.66666666666666,33.33333333333333,39.080344892783216,,unknown,False,False,80.0,66.67,83.83,mixed,
PLTR,153.0500030517578,153.07000732421875,147.25,147.55999755859375,147.55999755859375,42818707,154.670698218028,148.2959932169121,151.17592338700527,6.374705001115899,149.67760009765624,163.97162521362304,52159618.14,146.27236328125,161.75243113528015,False,6.949386360201893,4.122826656105135,5.326411829479314,0.8209168035906944,-4.775431617615711,-3.5870665688960983,-5.215824447074702,9.963480791369307,-23.98908265228291,-0.10590800686133917,0.18528747872155255,-0.30471791742500964,-0.49877722316043455,-1.4147758500142116,False,good,good,full,False,0,False,2026-03-26,Palantir Technologies Inc.,370614075392,Technology,Software - Infrastructure,,2026-03-26T18:21:18.627987,cache_fresh,6.704,70.0,,2026-03-26T18:21:19.144983,cache_fresh,cache_fresh,cache_fresh,,,,2026-03-27 10:05:39.477145,2026-03-26 18:21:18.627988,2026-03-26 18:21:19.146025,66.66666666666666,100.0,33.33333333333333,66.66666666666666,33.33333333333333,66.66666666666666,49.99999999999999,66.66666666666666,60.0,60.0,49.99999999999999,66.66666666666666,100.0,33.33333333333333,66.66666666666666,45.721831606315135,,unknown,False,False,80.0,66.67,83.83,mixed,
