date,open,high,low,close,adjusted_close,volume
2024-09-27,223.0,224.14999389648438,220.77000427246094,220.83999633789062,212.3834991455078,3830300
2024-09-30,220.64999389648438,221.32000732421875,219.02000427246094,221.0800018310547,212.61431884765625,3543400
2024-10-01,220.6300048828125,221.10000610351562,215.89999389648438,219.35000610351562,210.95054626464844,3548400
2024-10-02,218.30999755859375,220.1999969482422,215.8000030517578,219.72999572753906,211.31597900390625,3343400
2024-10-03,219.5,222.8300018310547,219.27000427246094,222.72000122070312,214.19149780273438,3788300
2024-10-04,223.75,226.0800018310547,223.27000427246094,226.0,217.3459014892578,3553800
2024-10-07,225.3800048828125,227.6699981689453,225.02000427246094,227.1199951171875,218.42300415039062,3458000
2024-10-08,228.11000061035156,229.35000610351562,227.0399932861328,228.6199951171875,219.86557006835938,3245100
2024-10-09,229.1999969482422,234.9499969482422,228.5,234.3000030517578,225.3280792236328,5083600
2024-10-10,235.10000610351562,235.8300018310547,231.80999755859375,233.02000427246094,224.0970916748047,3142000
2024-10-11,233.25,233.44000244140625,230.4600067138672,233.25999450683594,224.32789611816406,3469200
2024-10-14,233.57000732421875,236.1199951171875,233.1699981689453,235.25999450683594,226.25131225585938,2524400
2024-10-15,236.39999389648438,237.3699951171875,232.7100067138672,232.9600067138672,224.0393829345703,3350600
2024-10-16,232.11000061035156,233.8800048828125,231.1199951171875,233.6699981689453,224.72219848632812,2846700
2024-10-17,232.0,233.14999389648438,230.66000366210938,232.8800048828125,223.9624786376953,5040100
2024-10-18,231.9199981689453,232.64999389648438,230.1699981689453,232.1999969482422,223.30850219726562,4715700
2024-10-21,231.2100067138672,232.4199981689453,230.25999450683594,231.75,222.875732421875,2733300
2024-10-22,231.99000549316406,232.97000122070312,230.6699981689453,232.25,223.3565673828125,3180800
2024-10-23,230.41000366210938,233.33999633789062,230.25999450683594,232.75,223.83743286132812,5791000
2024-10-24,220.8000030517578,221.32000732421875,216.16000366210938,218.38999938964844,210.02728271484375,11193400
2024-10-25,216.8000030517578,218.64999389648438,214.38999938964844,214.6699981689453,206.4497528076172,8482200
2024-10-28,215.5,216.25,212.6999969482422,212.91000366210938,204.7571563720703,4993300
2024-10-29,211.99000549316406,213.33999633789062,209.85000610351562,210.42999267578125,202.3721160888672,5258400
2024-10-30,209.47999572753906,211.1199951171875,204.25999450683594,204.89999389648438,197.05386352539062,6956600
2024-10-31,204.1300048828125,208.1300048828125,203.50999450683594,206.72000122070312,198.80418395996094,5925300
2024-11-01,207.77000427246094,209.83999633789062,207.41000366210938,208.25,200.27557373046875,3334100
2024-11-04,207.64999389648438,207.6999969482422,205.8000030517578,206.32000732421875,198.41949462890625,2593900
2024-11-05,206.1699981689453,208.1199951171875,205.57000732421875,207.57000732421875,199.6216278076172,2441500
2024-11-06,213.47999572753906,214.3300018310547,210.3699951171875,213.60000610351562,205.4207305908203,3934400
2024-11-07,213.63999938964844,214.52000427246094,211.92999267578125,213.69000244140625,205.5072784423828,3675800
2024-11-08,214.16000366210938,216.6999969482422,212.77999877929688,213.72000122070312,205.53614807128906,3201000
2024-11-11,214.39999389648438,215.41000366210938,213.47999572753906,213.57000732421875,205.3918914794922,3013000
2024-11-12,211.89999389648438,213.02999877929688,209.05999755859375,210.86000061035156,204.38380432128906,2817800
2024-11-13,209.5,211.41000366210938,209.07000732421875,210.9199981689453,204.4419708251953,3247800
2024-11-14,210.0,210.5,206.35000610351562,208.99000549316406,202.57127380371094,6372900
2024-11-15,207.4600067138672,208.49000549316406,204.07000732421875,204.99000549316406,198.69412231445312,3986500
2024-11-18,207.0,208.4199981689453,205.3699951171875,208.08999633789062,201.6988983154297,3405900
2024-11-19,206.5,210.3300018310547,206.19000244140625,210.25,203.7925567626953,2860700
2024-11-20,211.0,214.9600067138672,209.77000427246094,214.60000610351562,208.0089569091797,4562900
2024-11-21,215.80999755859375,222.6300048828125,215.27000427246094,222.39999389648438,215.56939697265625,5236400
2024-11-22,223.35000610351562,227.1999969482422,220.88999938964844,222.97000122070312,216.12188720703125,5320700
2024-11-25,223.35000610351562,226.4199981689453,222.64999389648438,226.1300048828125,219.18482971191406,7189300
2024-11-26,226.72999572753906,228.97999572753906,225.50999450683594,228.8300018310547,221.80191040039062,4449500
2024-11-27,228.8300018310547,229.19000244140625,224.27000427246094,226.9199981689453,219.95057678222656,2995100
2024-11-29,227.75,230.36000061035156,227.19000244140625,227.41000366210938,220.42550659179688,2640300
2024-12-02,227.5,228.3800048828125,225.50999450683594,227.38999938964844,220.4061279296875,2655900
2024-12-03,227.24000549316406,229.11000061035156,226.6699981689453,229.0,221.9666748046875,3163800
2024-12-04,230.0,233.74000549316406,229.35000610351562,233.49000549316406,226.3187713623047,4104200
2024-12-05,233.5500030517578,236.52000427246094,233.4600067138672,234.75,227.5400848388672,4791100
2024-12-06,234.42999267578125,238.3800048828125,234.22000122070312,238.0399932861328,230.7290496826172,4028400
2024-12-09,238.0,239.35000610351562,228.91000366210938,230.0,222.9359893798828,4970400
2024-12-10,228.39999389648438,234.38999938964844,227.8000030517578,231.72000122070312,224.6031494140625,4769500
2024-12-11,232.69000244140625,233.0,229.1300048828125,230.1199951171875,223.0522918701172,3872700
2024-12-12,230.66000366210938,233.88999938964844,230.3800048828125,232.25999450683594,225.12655639648438,4515700
2024-12-13,232.25,233.77999877929688,230.25999450683594,230.82000732421875,223.73080444335938,2757400
2024-12-16,230.72999572753906,231.02999877929688,226.8800048828125,229.3300018310547,222.2865447998047,3610300
2024-12-17,229.22999572753906,230.1999969482422,227.6199951171875,228.97000122070312,221.93760681152344,3651300
2024-12-18,229.0399932861328,229.0399932861328,220.02999877929688,220.1699981689453,213.4078826904297,4152500
2024-12-19,224.4199981689453,226.1999969482422,222.97999572753906,223.9199981689453,217.042724609375,4427200
2024-12-20,222.72999572753906,227.67999267578125,221.67999267578125,223.36000061035156,216.49990844726562,12423200
2024-12-23,222.80999755859375,223.74000549316406,221.0800018310547,221.92999267578125,215.1138153076172,2988100
2024-12-24,222.27000427246094,224.44000244140625,221.5399932861328,224.41000366210938,217.5176544189453,1186200
2024-12-26,223.30999755859375,225.39999389648438,222.5500030517578,224.88999938964844,217.98292541503906,3286500
2024-12-27,223.13999938964844,224.4199981689453,221.41000366210938,222.77999877929688,215.93772888183594,1810800
2024-12-30,220.5399932861328,221.58999633789062,217.64999389648438,220.25,213.48544311523438,2095600
2024-12-31,220.72000122070312,221.0500030517578,218.44000244140625,219.8300018310547,213.07833862304688,2270200
2025-01-02,221.82000732421875,222.49000549316406,217.60000610351562,219.94000244140625,213.18495178222656,2579500
2025-01-03,220.5500030517578,223.66000366210938,220.5500030517578,222.64999389648438,215.8117218017578,3872100
2025-01-06,223.0,224.35000610351562,220.75,222.6699981689453,215.8311004638672,2846700
2025-01-07,223.35000610351562,226.7100067138672,222.8300018310547,223.9600067138672,217.08148193359375,3299300
2025-01-08,223.91000366210938,224.89999389648438,220.8300018310547,223.17999267578125,216.32542419433594,2619800
2025-01-10,222.0,222.42999267578125,216.8000030517578,219.75,213.00076293945312,3570300
2025-01-13,217.88999938964844,219.58999633789062,214.75,217.39999389648438,210.72296142578125,3716800
2025-01-14,218.0,218.1300048828125,214.61000061035156,217.75,211.0622100830078,3485500
2025-01-15,220.8699951171875,221.67999267578125,218.00999450683594,220.02999877929688,213.27218627929688,2951600
2025-01-16,219.69000244140625,222.67999267578125,217.3800048828125,222.66000366210938,215.82139587402344,3329100
2025-01-17,225.9600067138672,225.9600067138672,223.63999938964844,224.7899932861328,217.88597106933594,5506800
2025-01-21,224.99000549316406,227.4499969482422,222.8300018310547,224.25999450683594,217.3722686767578,3982200
2025-01-22,221.97999572753906,224.39999389648438,220.35000610351562,223.25999450683594,216.40298461914062,4759500
2025-01-23,223.94000244140625,226.0399932861328,223.14999389648438,226.0399932861328,219.0975799560547,3619700
2025-01-24,225.27000427246094,226.80999755859375,223.8000030517578,224.8000030517578,217.8957061767578,3232900
2025-01-27,222.19000244140625,224.3000030517578,219.83999633789062,224.1300048828125,217.2462615966797,4898400
2025-01-28,224.32000732421875,225.77000427246094,221.77000427246094,225.66000366210938,218.72927856445312,4485400
2025-01-29,225.6199951171875,229.47000122070312,223.72999572753906,228.6300048828125,221.60806274414062,7079800
2025-01-30,250.0,261.79998779296875,247.00999450683594,258.2699890136719,250.3376922607422,15381900
2025-01-31,256.04998779296875,257.239990234375,251.88999938964844,255.6999969482422,247.84664916992188,7199800
2025-02-03,252.39999389648438,262.05999755859375,251.83999633789062,260.7300109863281,252.72215270996094,8408500
2025-02-04,260.0,265.25,258.1199951171875,264.4599914550781,256.33758544921875,6077700
2025-02-05,265.7099914550781,265.7200012207031,261.17999267578125,263.29998779296875,255.2132110595703,6165100
2025-02-06,262.9800109863281,263.3800048828125,252.72999572753906,253.44000244140625,245.6560516357422,6128300
2025-02-07,255.27999877929688,256.92999267578125,252.02000427246094,252.33999633789062,244.58982849121094,3370300
2025-02-10,250.86000061035156,251.9499969482422,246.8699951171875,249.27000427246094,243.22381591796875,3564400
2025-02-11,251.10000610351562,256.75,250.5800018310547,254.6999969482422,248.5220947265625,4801600
2025-02-12,252.72000122070312,256.3999938964844,252.02000427246094,255.80999755859375,249.60519409179688,3075300
2025-02-13,255.66000366210938,259.2799987792969,254.41000366210938,259.19000244140625,252.90322875976562,4531500
2025-02-14,259.0,261.94000244140625,257.9100036621094,261.2799987792969,254.94252014160156,3925300
2025-02-18,261.92999267578125,263.9599914550781,259.8299865722656,263.07000732421875,256.6890869140625,4262800
2025-02-19,262.0,264.3599853515625,260.0899963378906,264.32000732421875,257.9087829589844,3718700
2025-02-20,263.6499938964844,265.0899963378906,262.1499938964844,264.739990234375,258.31854248046875,4884800
2025-02-21,263.8500061035156,264.8299865722656,261.1000061035156,261.4800109863281,255.13766479492188,5667900
2025-02-24,261.5,263.8500061035156,259.5799865722656,261.8699951171875,255.5181884765625,4398100
2025-02-25,261.0799865722656,263.4800109863281,256.7699890136719,257.75,251.49810791015625,6292200
2025-02-26,258.1000061035156,258.3299865722656,254.41000366210938,255.83999633789062,249.6344451904297,3460100
2025-02-27,255.22000122070312,257.6300048828125,253.0500030517578,253.22999572753906,247.08775329589844,3402200
2025-02-28,250.86000061035156,252.80999755859375,246.5399932861328,252.44000244140625,246.31692504882812,7988800
2025-03-03,254.74000549316406,255.99000549316406,248.25,250.19000244140625,244.12149047851562,2977700
2025-03-04,248.75,255.47999572753906,248.10000610351562,253.2100067138672,247.06825256347656,5342100
2025-03-05,251.5800018310547,252.74000549316406,247.00999450683594,251.35000610351562,245.2533721923828,4009800
2025-03-06,249.75,252.10000610351562,246.8000030517578,248.69000244140625,242.6578826904297,3254400
2025-03-07,245.9499969482422,261.9599914550781,245.17999267578125,261.5400085449219,255.19618225097656,6700200
2025-03-10,261.55999755859375,266.45001220703125,254.75,256.8999938964844,250.66873168945312,8165500
2025-03-11,255.99000549316406,256.70001220703125,245.86000061035156,248.9499969482422,242.91156005859375,5630600
2025-03-12,250.35000610351562,253.1300048828125,245.52999877929688,249.6300048828125,243.57510375976562,3848800
2025-03-13,248.8000030517578,249.27000427246094,243.0399932861328,245.8000030517578,239.8379669189453,3862400
2025-03-14,242.75,248.9499969482422,241.67999267578125,248.35000610351562,242.32611083984375,4045200
2025-03-17,249.25,254.6300048828125,249.0,252.97000122070312,246.8340606689453,3233900
2025-03-18,252.50999450683594,252.57000732421875,245.1199951171875,246.9499969482422,240.96006774902344,4171900
2025-03-19,248.3300018310547,253.66000366210938,246.63999938964844,252.2899932861328,246.17054748535156,3853600
2025-03-20,244.24000549316406,246.8000030517578,237.22000122070312,243.32000732421875,237.41815185546875,7026800
2025-03-21,241.69000244140625,245.2100067138672,238.5,243.8699951171875,237.95480346679688,9580100
2025-03-24,247.30999755859375,248.82000732421875,245.97000122070312,248.4499969482422,242.4237060546875,4753300
2025-03-25,248.36000061035156,250.89999389648438,248.1999969482422,249.89999389648438,243.83853149414062,3133800
2025-03-26,251.25,254.32000732421875,249.52999877929688,250.33999633789062,244.26783752441406,4450100
2025-03-27,249.7100067138672,250.3000030517578,245.72999572753906,246.2100067138672,240.238037109375,2889300
2025-03-28,246.27000427246094,247.57000732421875,242.07000732421875,244.0,238.0816192626953,3125300
